t	coast	forest	3.15	0.36711717	0.5697665
t	lad	wizard	0.92	0.02551534	0.5905813
t	chord	smile	0.54	-0.02155747	0.2602558
t	glass	magician	2.08	0.13579911	0.15627894
t	noon	string	0.54	0.099080786	0.24879436
t	rooster	voyage	0.62	-0.00034105382	0.45240057
H	money	dollar	8.42	0.6333127	0.5199194
H	money	currency	9.04	0.54591763	0.4902583
t	money	wealth	8.27	0.5666326	0.57766944
t	money	property	7.57	0.11357218	0.42011556
t	money	possession	7.29	0.29672626	0.40332487
t	money	bank	8.50	0.3771013	0.5125092
t	money	deposit	7.73	0.10661901	0.25537384
t	money	withdrawal	6.88	0.0575451	0.3295071
t	money	laundering	5.65	0.59998953	0.7938668
t	money	operation	3.31	-0.10571297	0.104733825
S	tiger	jaguar	8.00	0.72037476	0.7757754
h	tiger	feline	8.00	0.08240413	0.37980607
h	tiger	carnivore	7.08	0.12986453	0.26700422
h	tiger	mammal	6.85	0.1951779	0.22477737
h	tiger	animal	7.00	0.1444556	0.3304847
h	tiger	organism	4.77	0.038413722	0.11286188
h	tiger	fauna	5.62	0.15613335	0.22089678
t	tiger	zoo	5.87	0.17476852	0.51446354
S	psychology	psychiatry	8.08	0.57252336	0.7989265
t	psychology	anxiety	7.00	0.47669888	0.63962775
t	psychology	fear	6.85	0.05648919	0.24572006
t	psychology	depression	7.42	0.35012686	0.50503016
t	psychology	clinic	6.58	0.57366174	0.75963926
t	psychology	doctor	6.42	0.30895966	0.4939716
t	psychology	Freud	8.21	0.5490846	0.5647131
t	psychology	mind	7.69	0.46740127	0.5505343
t	psychology	health	7.23	0.5095244	0.5436849
h	psychology	science	6.71	0.19481085	0.6011336
h	psychology	discipline	5.58	0.64513206	0.7729642
t	psychology	cognition	7.48	0.664863	0.8813517
S	planet	star	8.45	0.55438876	0.60013074
t	planet	constellation	8.06	0.53566825	0.5881299
S	planet	moon	8.08	0.8597388	0.81769466
S	planet	sun	8.02	0.8221225	0.7944152
m	planet	galaxy	8.11	0.6725444	0.80569637
t	planet	space	7.92	0.35202837	0.47115612
t	planet	astronomer	7.94	0.5474458	0.45588562
h	precedent	example	5.85	0.2244551	0.42278126
t	precedent	information	3.85	-0.052126624	0.14748251
t	precedent	cognition	2.81	-0.0649218	0.1180829
t	precedent	law	6.65	0.22182843	0.24392407
t	precedent	collection	2.50	0.054885607	0.2321088
t	precedent	group	1.77	0.016581826	0.1266053
S	precedent	antecedent	6.04	0.10751786	0.5374846
t	cup	coffee	6.58	0.058090344	0.22127384
h	cup	tableware	6.85	-0.055877246	0.29692218
t	cup	article	2.40	-0.045263503	-0.07912343
h	cup	artifact	2.92	0.002333935	0.08609583
h	cup	object	3.69	0.019307576	0.043618217
h	cup	entity	2.15	0.047765434	0.082017176
t	cup	drink	7.25	0.030383656	0.22784135
t	cup	food	5.00	0.054877203	0.056229882
t	cup	substance	1.92	0.01553505	0.07602338
t	cup	liquid	5.90	-0.022119574	0.079038076
h	jaguar	cat	7.42	0.17037341	0.32777306
h	jaguar	car	7.27	0.39058498	0.54307497
t	energy	secretary	1.81	-0.00044005795	0.26670226
t	secretary	senate	5.06	0.47017112	0.6010468
t	energy	laboratory	5.09	0.116632536	0.36630636
t	computer	laboratory	6.78	0.0068729282	0.34478834
t	weapon	secret	6.06	0.19789045	0.31315592
t	FBI	fingerprint	6.94	0.23631209	0.5030951
t	FBI	investigation	8.31	0.63870525	0.73282427
t	investigation	effort	4.59	0.27121574	0.47062165
t	Mars	water	2.94	0.2366754	0.17860879
t	Mars	scientist	5.63	0.25802994	0.18653718
t	news	report	8.16	0.5424346	0.68835235
m	canyon	landscape	7.53	0.42093378	0.64545405
t	image	surface	4.56	0.13097803	0.32575962
t	discovery	space	6.34	0.16769177	0.30944318
t	water	seepage	6.56	0.3613077	0.3453674
t	sign	recess	2.38	0.072813556	0.22594605
t	Wednesday	news	2.22	0.097781055	0.4357258
S	mile	kilometer	8.66	0.7500679	0.8582041
t	computer	news	4.47	-0.050767962	0.115105316
t	territory	surface	5.34	0.23029727	0.19759396
t	atmosphere	landscape	3.69	0.15976158	0.3472802
t	president	medal	3.00	-0.0847394	0.21242166
t	war	troops	8.13	0.10485958	0.5128564
t	record	number	6.31	0.031138834	0.25092438
S	skin	eye	6.22	0.7014787	0.75687283
S	Japanese	American	6.50	0.066932976	0.35506943
t	theater	history	3.91	-0.07206899	0.14816996
t	volunteer	motto	2.56	-0.01896731	0.28481382
t	prejudice	recognition	3.00	0.10436981	0.48671785
t	decoration	valor	5.63	0.38302803	0.28871122
S	century	year	7.59	0.0003175042	0.32230312
t	century	nation	3.16	-0.00031824142	0.13487625
t	delay	racism	1.19	-0.11158138	0.16858919
t	delay	news	3.31	0.21250789	0.24599557
t	minister	party	6.63	-0.024329688	0.3673127
t	peace	plan	4.75	0.14737499	0.42586365
t	minority	peace	3.69	-0.09674254	0.12731759
t	attempt	peace	4.25	0.1308467	0.450496
t	government	crisis	6.56	0.11382253	0.49363607
t	deployment	departure	4.25	0.08874908	0.25527108
t	deployment	withdrawal	5.88	0.5741924	0.584559
t	energy	crisis	5.94	-0.06702981	0.30435935
h	announcement	news	7.56	0.23845603	0.5080772
t	announcement	effort	2.75	0.3179746	0.41664374
t	stroke	hospital	7.03	0.021474784	0.17546488
t	disability	death	5.47	0.0283847	0.26731208
t	victim	emergency	6.47	0.07503736	0.33614743
t	treatment	recovery	7.91	0.3895181	0.5720818
t	journal	association	4.97	0.2839729	0.3638076
h	doctor	personnel	5.00	0.06928656	0.21690117
t	doctor	liability	5.19	0.13554339	0.15475735
t	liability	insurance	7.03	0.4958796	0.8255618
t	school	center	3.44	0.09575746	0.29248396
t	reason	hypertension	2.31	0.09798702	0.5187627
t	reason	criterion	5.91	0.31602138	0.71855426
t	hundred	percent	7.38	-0.07951548	0.49853107
S	Harvard	Yale	8.13	0.9642938	0.9268181
h	hospital	infrastructure	4.63	0.15778756	0.32216632
t	death	row	5.25	-0.052454554	0.09195414
t	death	inmate	5.03	0.16870897	0.5165528
t	lawyer	evidence	6.69	0.30244294	0.19334182
S	life	death	7.88	0.1630799	0.3352515
t	life	term	4.50	-0.010719453	0.14599402
t	word	similarity	4.75	0.0799255	0.44511813
t	board	recommendation	4.47	0.020871565	0.47012
t	governor	interview	3.25	0.0695387	0.119877
M	OPEC	country	5.63	0.15920454	0.6560198
t	peace	atmosphere	3.69	0.013661794	0.19828075
t	peace	insurance	2.94	-0.0071530086	0.24846728
t	territory	kilometer	5.28	0.296119	0.41348466
h	travel	activity	5.00	0.06529489	0.20305729
t	competition	price	6.44	0.37451518	0.5607305
t	consumer	confidence	4.13	0.19786224	0.40817344
t	consumer	energy	4.75	0.30563137	0.5550188
t	problem	airport	2.38	-0.015604928	0.124297544
t	car	flight	4.94	0.47088143	0.529853
t	credit	card	8.06	0.13475564	0.5613767
t	credit	information	5.31	-0.13409834	0.3421678
t	hotel	reservation	8.03	0.074040726	0.26787168
t	grocery	money	5.94	0.48585126	0.59644
t	registration	arrangement	6.00	0.14182137	0.414146
t	arrangement	accommodation	5.41	0.31076032	0.31940567
t	month	hotel	1.81	0.06269855	0.2340011
s	type	kind	8.97	0.5202534	0.61705476
t	arrival	hotel	6.00	0.1556307	0.30596772
t	bed	closet	6.72	0.2692454	0.5509378
t	closet	clothes	8.00	0.009190311	0.46447292
t	situation	conclusion	4.81	0.34647453	0.46244532
t	situation	isolation	3.88	0.111759566	0.5550692
t	impartiality	interest	5.16	0.18753438	0.56009537
t	direction	combination	2.25	0.113076694	0.25576958
h	street	place	6.44	0.38077608	0.35723403
H	street	avenue	8.88	0.82892406	0.7059304
S	street	block	6.88	0.37933075	0.35600108
t	street	children	4.94	0.10753363	0.12016635
t	listing	proximity	2.56	-0.105732985	0.1395885
t	listing	category	6.38	0.008297621	0.35503832
h	cell	phone	7.81	0.15888949	0.3699382
t	production	hike	1.75	-0.025691118	0.27321586
t	benchmark	index	4.25	0.22565368	0.5883641
t	media	trading	3.88	-0.0033958415	0.18425108
t	media	gain	2.88	0.17136967	0.3623156
h	dividend	payment	7.63	0.7099028	0.8772159
t	dividend	calculation	6.48	0.17859736	0.45982954
s	calculation	computation	8.44	0.1094879	0.5722755
t	currency	market	7.50	0.49889892	0.5355104
t	OPEC	oil	8.59	0.5090972	0.5544247
t	oil	stock	6.34	0.6408572	0.46981132
t	announcement	production	3.38	0.09057899	0.20175247
t	announcement	warning	6.00	0.38219267	0.46874827
t	profit	warning	3.88	0.049742643	0.31078675
S	profit	loss	7.63	0.12934053	0.42453492
S	dollar	yen	7.78	0.4918754	0.63926375
s	dollar	buck	9.22	0.13975951	0.058447536
t	dollar	profit	7.38	0.62812144	0.48162133
t	dollar	loss	6.09	0.06407649	0.37728348
t	computer	software	8.50	0.2513765	0.5668829
t	network	hardware	8.31	0.3543368	0.60035574
h	phone	equipment	7.13	0.35455707	0.5908582
t	equipment	maker	5.91	0.21249588	0.5868425
t	luxury	car	6.47	0.5947372	0.5924848
t	five	month	3.38	0.008712323	0.14598078
t	report	gain	3.63	-0.10432343	0.11924337
t	investor	earning	7.13	0.62472224	0.7219622
H	liquid	water	7.89	0.7082021	0.727306
t	baseball	season	5.97	0.5110551	0.44591877
t	game	victory	7.03	0.056333855	0.3661347
t	game	team	7.69	0.2876632	0.52563924
S	marathon	sprint	7.47	0.11309296	0.5716318
t	game	series	6.19	0.026893541	0.47322986
t	game	defeat	6.97	0.044541586	0.18833794
t	seven	series	3.56	-0.00010686433	0.13141482
t	seafood	sea	7.47	0.10216408	0.27761498
h	seafood	food	8.34	0.79963934	0.78238875
H	seafood	lobster	8.70	0.5143492	0.8292102
h	lobster	food	7.81	0.39496323	0.5606678
S	lobster	wine	5.70	0.43357497	0.6153401
t	food	preparation	6.22	0.53311235	0.65264815
t	video	archive	6.34	0.067644306	0.49499723
t	start	year	4.06	0.036960915	0.3674444
t	start	match	4.47	0.31418633	0.45394126
t	game	round	5.97	0.28377685	0.41523165
t	boxing	round	7.61	0.012712822	0.5135988
s	championship	tournament	8.36	0.7017299	0.8587227
t	fighting	defeating	7.41	0.7398211	0.70697224
t	line	insurance	2.69	-0.15485114	0.06755641
m	day	summer	3.94	0.1807837	0.43966004
t	summer	drought	7.16	0.5698979	0.6340572
t	summer	nature	5.63	0.081045635	0.10515497
M	day	dawn	7.53	0.15389787	0.35480642
t	nature	environment	8.31	0.34600407	0.49231234
t	environment	ecology	8.81	0.61248106	0.64705956
t	nature	man	6.25	0.34570548	0.44649014
S	man	woman	8.30	0.7107807	0.76159775
H	man	governor	5.25	-0.006837212	0.04986516
s	murder	manslaughter	8.53	0.5609909	0.75349176
t	soap	opera	7.94	0.18017858	0.6783664
h	opera	performance	6.88	0.6939571	0.44755536
t	life	lesson	5.94	0.16185352	0.30419725
t	focus	life	4.06	0.25334457	0.31237233
t	production	crew	6.25	0.011206955	0.19901478
t	television	film	7.72	0.449054	0.52922964
t	lover	quarrel	6.19	0.14622276	0.5244824
t	viewer	serial	2.97	0.29178858	0.5568827
t	possibility	girl	1.94	-0.1182375	0.16028418
t	population	development	3.75	0.07747393	0.21564922
t	morality	importance	3.31	0.13236517	0.26034987
t	morality	marriage	3.69	0.28289926	0.45445868
S	Mexico	Brazil	7.44	0.28935423	0.69905657
t	gender	equality	6.41	0.071711205	0.4559895
t	change	attitude	5.44	-0.026185015	0.40622965
t	family	planning	6.25	-0.074844815	0.14825931
t	opera	industry	2.63	0.041537803	0.2584768
t	sugar	approach	0.88	-0.24540068	-0.039989315
t	practice	institution	3.19	0.07560267	0.38132945
t	ministry	culture	4.69	-0.0046064877	0.10568714
t	problem	challenge	6.75	0.3733315	0.51966566
t	size	prominence	5.31	0.11493135	0.14280234
M	country	citizen	7.31	0.12333124	0.45548588
M	planet	people	5.75	0.009470717	0.07846285
t	development	issue	3.97	0.054586023	0.3321718
t	experience	music	3.47	0.003492358	0.31241038
t	music	project	3.63	-0.08649442	0.12209676
S	glass	metal	5.56	0.57313	0.61382776
h	aluminum	metal	7.83	0.3855791	0.57470995
t	chance	credibility	3.88	0.26035726	0.5317266
t	exhibit	memorabilia	5.31	0.4187058	0.46556944
t	concert	virtuoso	6.81	0.6438368	0.5851022
S	rock	jazz	7.59	0.84916586	0.64380354
S	museum	theater	7.19	0.18325563	0.5062716
t	observation	architecture	4.38	-0.07110667	0.033853594
t	space	world	6.53	0.038916584	0.114805415
t	preservation	world	6.19	0.043927804	0.21448201
t	admission	ticket	7.69	0.016893953	0.58663607
S	shower	thunderstorm	6.31	0.39063317	0.7415721
t	shower	flood	6.03	0.49737525	0.6074506
t	weather	forecast	8.34	0.26086095	0.82417107
t	disaster	area	6.25	0.12904562	0.37988824
t	governor	office	6.34	0.57348114	0.52492005
t	architecture	century	3.78	-0.017030811	0.2923858
